Wavelength (nm),Reflectivity
1540.8661322645291,0.000041919236581206004
1540.8861723446894,0.0000364055445579068
1540.9062124248496,0.000004631513681359602
1540.92625250501,0.000009221384843889267
1540.9462925851706,0.00004369619083129359
1540.9663326653308,0.00004227580496793471
1540.986372745491,0.000007249594552430656
1541.0064128256515,0.000007475018171880104
1541.0264529058118,0.000045260464583805566
1541.046492985972,0.00004878270223379779
1541.0665330661323,0.000010711480903414062
1541.0865731462925,0.000005704176495189049
1541.1066132264532,0.00004656839335078507
1541.1266533066134,0.0000559783595262386
1541.1466933867737,0.000015183481072802449
1541.166733466934,0.00000398094189957107
1541.1867735470944,0.000047573177261037303
1541.2068136272546,0.00006392349406873874
1541.2268537074149,0.00002086671053774337
1541.2468937875751,0.0000024013012817168953
1541.2669338677354,0.00004822477134218456
1541.286973947896,0.00007269051691489078
1541.3070140280563,0.000028007658110845033
1541.3270541082165,0.000001092864627998104
1541.3470941883768,0.0000484697669710177
1541.3671342685373,0.00008236784923386234
1541.3871743486975,0.00003691301721935799
1541.4072144288577,2.25832008266364e-7
1541.427254509018,0.00004825128466167803
1541.4472945891785,0.00009306599967092982
1541.467334669339,0.000047970860806017514
1541.4873747494992,2.890181229002665e-8
1541.5074148296594,0.00004750892705192999
1541.5274549098197,0.00010492624488580284
1541.5474949899801,0.00006168145027417345
1541.5675350701404,8.128594101107623e-7
1541.5875751503006,0.00004617889818950569
1541.6076152304609,0.0001181332491373128
1541.6276553106213,0.00007870302376550544
1541.6476953907818,0.000003006397089150207
1541.667735470942,0.0000441945101691706
1541.6877755511023,0.00013293380303865297
1541.7078156312625,0.00009992150303502234
1541.727855711423,0.000007211952675163953
1541.7478957915832,0.000041487531030257986
1541.7679358717435,0.00014966535416420328
1541.787975951904,0.00012655956587861842
1541.8080160320642,0.000014295346433568924
1541.8280561122247,0.00003799131060462134
1541.848096192385,0.0001688007429347977
1541.8681362725451,0.00016035278930454428
1541.8881763527054,0.000025534549505919334
1541.9082164328659,0.000033647651590181853
1541.928256513026,0.00019102081332802792
1541.9482965931863,0.00020384472523774386
1541.9683366733468,0.00004287625714558014
1541.988376753507,0.00002842167986999236
1542.0084168336675,0.00021733716761131728
1542.0284569138278,0.0002609029320625362
1542.048496993988,0.00006939871415340974
1542.0685370741483,0.000022334291317762715
1542.0885771543087,0.0002493100063740055
1542.108617234469,0.0003376687406436672
1542.1286573146294,0.00011019237498492358
1542.1486973947897,0.000015534902055302224
1542.16873747495,0.0002894580105320812
1542.1887775551104,0.00044441664569030244
1542.2088176352706,0.00017414752923152588
1542.2288577154309,0.000008472191189387614
1542.2488977955911,0.000342087139811134
1542.2689378757516,0.0005994824243333302
1542.2889779559118,0.00027788547542867333
1542.3090180360723,0.000002322468052244043
1542.3290581162325,0.0004151258277675959
1542.3490981963928,0.0008384012352683434
1542.3691382765533,0.0004553327286008868
1542.3891783567135,1.6988672593353087e-7
1542.4092184368737,0.0005246999457129411
1542.429258517034,0.0012380317554054304
1542.4492985971945,0.000784416016086653
1542.469338677355,0.000010717633557120965
1542.4893787575152,0.0007085463168080358
1542.5094188376754,0.001992391130583567
1542.5294589178359,0.0014770209536788394
1542.5494989979961,0.00006245634738772086
1542.5695390781564,0.0010759420670817834
1542.5895791583166,0.003722049058171759
1542.6096192384769,0.00328407020808528
1542.6296593186373,0.00027739362303158695
1542.6496993987978,0.0020845381472468206
1542.669739478958,0.009451235785153318
1542.6897795591183,0.010577456953708105
1542.7098196392787,0.001566157803091225
1542.729859719439,0.008301864762514021
1542.7498997995992,0.06309529757653895
1542.7699398797595,0.14703770810675923
1542.7899799599197,0.20552562249109033
1542.8100200400804,0.20552582906762867
1542.8300601202407,0.14704236572032903
1542.850100200401,0.06310793188785098
1542.8701402805611,0.008310840911361389
1542.8901803607216,0.0015619947902415954
1542.9102204408819,0.010573159809122459
1542.930260521042,0.009458450213839759
1542.9503006012023,0.0020929725102119333
1542.9703406813628,0.0002739165917224898
1542.9903807615233,0.003277897958251476
1543.0104208416835,0.0037271315277451478
1543.0304609218438,0.001084606046860578
1543.050501002004,0.00005997762840255288
1543.0705410821645,0.001469881727054562
1543.0905811623247,0.001995830500431417
1543.110621242485,0.0007174365470511787
1543.1306613226452,0.000009370777612209136
1543.1507014028057,0.0007767207294786133
1543.1707414829662,0.0012399763459360045
1543.1907815631264,0.0005336965509015511
1543.2108216432866,2.125189986295593e-8
1543.2308617234469,0.0004473676400023839
1543.2509018036073,0.0008389214434746949
1543.2709418837676,0.000424073242996978
1543.2909819639278,0.0000033961409814774232
1543.3110220440883,0.00026988994729726623
1543.3310621242485,0.0005986344610833184
1543.351102204409,0.0003508171719264427
1543.3711422845693,0.00001075822184420871
1543.3911823647295,0.00016633649934813587
1543.4112224448897,0.00044226403312973403
1543.4312625250502,0.00029780039300007706
1543.4513026052105,0.000018993134112202103
1543.4713426853707,0.00010276313148030108
1543.4913827655312,0.0003342906512158363
1543.5114228456914,0.00025709904142102427
1543.5314629258519,0.000026896952563199104
1543.5515030060121,0.00006253211092592043
1543.5715430861724,0.00025639725111323606
1543.5915831663326,0.0002244167570518818
1543.611623246493,0.00003399575405191281
1543.6316633266533,0.00003673573121872299
1543.6517034068138,0.0001983285338947091
1543.671743486974,0.0001972486154859598
1543.6917835671343,0.000040117402697789905
1543.7118236472948,0.000020264282013038594
1543.731863727455,0.00015396136372095086
1543.7519038076152,0.00017405170709653228
1543.7719438877755,0.00004522109229833469
1543.791983967936,0.000010018188819254521
1543.8120240480962,0.00011944441130668984
1543.8320641282567,0.00015383471006821293
1543.852104208417,0.000049324912169063316
1543.8721442885771,0.0000040274448591255624
1543.8921843687376,0.00009224770875728898
1543.9122244488979,0.00013593951609957422
1543.932264529058,0.00005247369746498505
1543.9523046092183,9.89068036326081e-7
1543.9723446893788,0.00007064612404241063
1543.9923847695393,0.0001199179274678328
1544.0124248496995,0.000054724409514318174
1544.0324649298598,1.092940657883513e-8
1544.0525050100202,0.000053423930384767045
1544.0725450901805,0.00010545847789036098
1544.0925851703407,0.0000561394523864243
1544.112625250501,4.6346353260306856e-7
1544.1326653306612,0.00003969842542425711
1544.1527054108217,0.00009234111064891238
1544.1727454909822,0.00005678366126889893
1544.1927855711424,0.0000018905588746597517
1544.2128256513026,0.000028810727428158037
1544.232865731463,0.00008040805169095382
1544.2529058116234,0.00005672298903648946
1544.2729458917836,0.000003954273156494419
1544.2929859719438,0.000020256037199160155
1544.313026052104,0.00006954447403779461
1544.3330661322648,0.00005602395098952955
1544.353106212425,0.000006399575907732376
1544.3731462925853,0.000013637914226932853
1544.3931863727455,0.00005966529191388641
1544.413226452906,0.00005475337302517488
1544.4332665330662,0.000009031314693583843
1544.4533066132265,0.00000863762347815479
1544.4733466933867,0.0000507059161390754
1544.493386773547,0.000052978223679168205
1544.5134268537076,0.000011698839533054458
1544.5334669338679,0.000004993202483684415
1544.5535070140281,0.0000426156466589594
1544.5735470941884,0.00005076542742768761
1544.5935871743488,0.000014285532891833907
1544.613627254509,0.0000024849521386899983
1544.6336673346693,0.000035352871500973346
1544.6537074148296,0.00004818161586200803
1544.67374749499,0.00001670154044848502
1544.6937875751505,9.252651967809253e-7
1544.7138276553108,0.00002888153828145135
1544.733867735471,0.0000452928037792081
1544.7539078156312,0.000018878621100675178
1544.7739478957917,1.5143973540413448e-7
1544.793987975952,0.00002316854750863486
1544.8140280561122,0.00004216399292899417
1544.8340681362727,0.00002076641517222378
1544.854108216433,2.0580241358347486e-8
1544.8741482965934,0.000018181832380383184
1544.8941883767536,0.00003885871419194902
1544.9142284569139,0.000022329667745823417
1544.934268537074,4.059780902923767e-7
1544.9543086172346,0.000013888963912417574
1544.9743486973948,0.00003543852298819508
1544.994388777555,0.000023546096236784507
1545.0144288577155,0.0000011945506245668965
1545.0344689378758,0.000010256168569499278
1545.0545090180362,0.00003196246454000116
1545.0745490981965,0.0000244046907865453
1545.0945891783567,0.0000022850418622266895
1545.114629258517,0.000007247677407042659
1545.1346693386774,0.00002848652622696852
1545.1547094188377,0.000024904302403437202
1545.1747494989982,0.0000035867711985748483
1545.1947895791584,0.000004825346889776224
1545.2148296593186,0.000025063094171991847
1545.234869739479,0.000025052418960642898
1545.2549098196394,0.0000050187735611810646
1545.2749498997996,0.000002948505609685049
1545.2949899799598,0.000021740430625350887
1545.3150300601203,0.000024864060546276544
1545.3350701402805,0.000006509214306885559
1545.355110220441,0.0000015739904833574134
1545.3751503006013,0.000018562187817052888
1545.3951903807615,0.000024360747899702947
1545.415230460922,0.000007994990512906268
1545.4352705410822,6.563421595786398e-7
1545.4553106212425,0.000015566972772219493
1545.4753507014027,0.000023569513723377674
1545.4953907815632,0.000009421450911414557
1545.5154308617236,1.4813339073185272e-7
1545.535470941884,0.000012787976173793979
1545.5555110220441,0.000022521938443729088
1545.5755511022046,0.000010742182056654652
1545.5955911823648,4.066860397387452e-10
1545.615631262525,0.000010252676725193794
1545.6356713426853,0.000021253200781455025
1545.6557114228456,0.000011918820052171246
1545.675751503006,1.6319920698259002e-7
1545.6957915831665,0.000007982630640307803
1545.7158316633268,0.00001980114008057755
1545.735871743487,0.000012920856373955898
1545.7559118236475,5.861339040928558e-7
1545.7759519038077,0.00000599335386531707
1545.795991983968,0.00001820533231415362
1545.8160320641282,0.00001372541382397035
1545.8360721442884,0.0000012190566143106265
1545.8561122244491,0.00000429430248618466
1545.8761523046094,0.0000165061853822926
1545.8961923847696,0.000014316974868994974
1545.9162324649299,0.0000020126994085451718
1545.9362725450903,0.0000028889544628004364
1545.9563126252506,0.000014744062004396766
1545.9763527054108,0.000014687049987174202
1545.996392785571,0.000002919351052082201
1546.0164328657313,0.0000017749934721670944
1546.036472945892,0.00001295844035377231
1546.0565130260522,0.000014833778308655672
1546.0765531062125,0.000003893516110429033
1546.0965931863727,9.445931996094425e-7
1546.1166332665332,0.000011187123696741836
1546.1366733466934,0.000014761457012850897
1546.1567134268537,0.000004892545077395594
1546.176753507014,3.84798008846643e-7
1546.1967935871744,0.000009465510787682326
1546.2168336673349,0.00001447999966161073
1546.236873747495,0.000005877218972333855
1546.2569138276554,7.799354996634762e-8
1546.2769539078156,0.000007825938682057043
1546.296993987976,0.000014004327004190477
1546.3170340681363,0.000006812273177673532
1546.3370741482966,2.4586070150684427e-9
1546.3571142284568,0.000006297109038919729
1546.3771543086173,0.000013353696766078623
1546.3971943887777,0.00000766684687782433
1546.417234468938,1.329873951947719e-7
1546.4372745490982,0.000004903607919971016
1546.4573146292585,0.000012550981556525085
1546.477354709419,0.000008414846330014182
1546.4973947895792,4.415696405116355e-7
1546.5174348697394,0.0000036655276417567186
1546.5374749499,0.000011621906270999854
1546.5575150300601,0.000009035212302637487
1546.5775551102206,8.981141686355071e-7
1546.5975951903808,0.000002598197412675398
1546.617635270541,0.0000105942582141938
1546.6376753507013,0.000009512084367990778
1546.6577154308618,0.0000014712004403886275
1546.677755511022,0.0000017120273771140815
1546.6977955911825,0.000009497084600582666
1546.7178356713428,0.000009834857257248985
1546.737875751503,0.0000021288415408277686
1546.7579158316635,0.0000010124683468243977
1546.7779559118237,0.000008359893081107889
1546.797995991984,0.000009998127164305419
1546.8180360721442,0.0000028392415920155676
1546.8380761523047,5.000869814157818e-7
1546.858116232465,0.0000072118714845921775
1546.8781563126254,0.00001000152863340477
1546.8981963927856,0.000003571530440913409
1546.9182364729459,1.7075357729877123e-7
1546.9382765531063,0.000006081143029149368
1546.9583166332666,0.00000984946545105995
1546.9783567134268,0.000004296458794906187
1546.998396793587,1.5936986290879655e-8
1547.0184368737475,0.000004994072861282806
1547.038476953908,0.000009550741691778998
1547.0585170340682,0.000004987037731056177
1547.0785571142285,2.3098612896563565e-8
1547.0985971943887,0.000003974640915749619
1547.1186372745492,0.000009118101691299558
1547.1386773547094,0.000005619107703141246
1547.1587174348697,1.7617498651409117e-7
1547.17875751503,0.0000030438947779955765
1547.1987975951904,0.000008567690156650685
1547.2188376753509,0.000006171823773466374
1547.238877755511,4.5613616141340333e-7
1547.2589178356714,0.000002219494502253615
1547.2789579158318,0.000007918445805748275
1547.298997995992,0.00000662804579307916
1547.3190380761523,8.416052267443717e-7
1547.3390781563126,0.0000015153592293424842
1547.3591182364728,0.000007191443794295351
1547.3791583166335,0.000006974624582045858
1547.3991983967937,0.0000013095225761521793
1547.419238476954,9.414230153907857e-7
1547.4392785571142,0.000006409203675766712
1547.4593186372747,0.0000072025777902462464
1547.479358717435,0.0000018358373566359272
1547.4993987975952,5.035045763892673e-7
1547.5194388777554,0.000005594980695884186
1547.5394789579157,0.000007307151953934476
1547.5595190380764,0.000002396207723376307
1547.5795591182366,2.0329276186530691e-7
1547.5995991983968,0.000004772058813549251
1547.619639278557,0.000007287770264592318
1547.6396793587176,0.0000029666912257325354
1547.6597194388778,3.844655359187504e-8
1547.679759519038,0.000003963063923131064
1547.6997995991983,0.000007147868623072491
1547.7198396793588,0.000003524406845357246
1547.7398797595192,2.8053431719361333e-9
1547.7599198396795,0.000003189315327403572
1547.7799599198397,0.000006894625600550824
1547.8,0.000004048150924593562
