Wavelength (nm),Reflectivity
1537.8000000000002,8.656890758217331e-7
1537.8200400801604,0.0000010697037605043526
1537.8400801603207,0.0000058855647270903535
1537.860120240481,0.000005992530789867077
1537.8801603206414,0.0000011589285885876268
1537.9002004008019,8.444630821747409e-7
1537.920240480962,0.000005797154184342827
1537.9402805611223,0.000006442868330007585
1537.9603206412828,0.0000015009585404369905
1537.980360721443,6.340366019689823e-7
1538.0004008016033,0.000005670818457343058
1538.0204408817635,0.000006887511227277822
1538.0404809619238,0.000001893114062181847
1538.0605210420845,4.43829725192084e-7
1538.0805611222447,0.000005506226968151776
1538.100601202405,0.000007321681551227891
1538.1206412825652,0.000002336295517545177
1538.1406813627257,2.796084449540064e-7
1538.160721442886,0.0000053035802596177225
1538.1807615230462,0.000007740324944298237
1538.2008016032064,0.0000028309141306851295
1538.2208416833666,1.4747136208166094e-7
1538.2408817635273,0.000005063671722832444
1538.2609218436876,0.000008138149555636364
1538.2809619238478,0.0000033768378089246186
1538.301002004008,5.3814883390256343e-8
1538.3210420841685,0.000004787949718011692
1538.3410821643288,0.00000850967292061222
1538.361122244489,0.000003973337866313217
1538.3811623246493,5.291284161452082e-9
1538.4012024048097,0.000004478579488949365
1538.4212424849702,0.000008849277218531782
1538.4412825651305,0.000004619037418879898
1538.4613226452907,8.759371987652727e-9
1538.481362725451,0.0000041385042230641806
1538.5014028056114,0.000009151273308457865
1538.5214428857716,0.000005311862293628683
1538.541482965932,7.122754927148903e-8
1538.5615230460921,0.000003771504569633302
1538.5815631262526,0.000009409973907726963
1538.601603206413,0.000006048995360722698
1538.6216432865733,1.9978914044589571e-7
1538.6416833667336,0.0000033822558937426194
1538.6617234468938,0.000009619776239609563
1538.6817635270543,0.000006826835264508471
1538.7018036072145,4.0154992642338967e-7
1538.7218436873748,0.0000029763825183834585
1538.7418837675352,0.000009775254438115817
1538.7619238476955,0.000007640960590017942
1538.781963927856,6.835479124817544e-7
1538.8020040080162,0.000002560508194433271
1538.8220440881764,0.000009871261959078818
1538.8420841683367,0.000008486100563274365
1538.8621242484971,0.0000010526654471031343
1538.8821643286574,0.0000021423020342265824
1538.9022044088179,0.000009903044213981568
1538.922244488978,0.000009356113439888263
1538.9422845691383,0.0000015155339065463956
1538.9623246492988,0.0000017305191618693287
1538.982364729459,0.000009866361613704972
1539.0024048096193,0.000010243973790695637
1539.0224448897795,0.0000020784312623628723
1539.04248496994,0.000001335035358879282
1539.0625250501002,0.000009757623197112332
1539.0825651302607,0.000011141769942880576
1539.102605210421,0.0000027471729545512262
1539.1226452905812,9.668750433629075e-7
1539.1426853707417,0.000009574031013990015
1539.162725450902,0.000012040712890972432
1539.1827655310622,0.0000035269966041825985
1539.2028056112224,6.382319855584069e-7
1539.2228456913829,0.000009313735461347582
1539.2428857715433,0.00001293115803663924
1539.2629258517036,0.00000442244120514839
1539.2829659318638,3.624822723815977e-7
1539.3030060120243,0.000008976001821669045
1539.3230460921845,0.000013802641180647958
1539.3430861723448,0.0000054372215473846365
1539.363126252505,1.5418915862451093e-7
1539.3831663326653,0.000008561388349385515
1539.4032064128257,0.000014643930247337867
1539.4232464929862,0.000006574098721916565
1539.4432865731465,2.909961316417071e-8
1539.4633266533067,0.000008071936400817578
1539.4833667334672,0.0000154430943073867
1539.5034068136274,0.000007834747664708533
1539.5234468937876,4.132570962700239e-9
1539.543486973948,0.0000075113733227717395
1539.5635270541081,0.000016187591563464984
1539.5835671342688,0.000009219622772051044
1539.603607214429,9.735915847668757e-8
1539.6236472945893,0.000006885329127610935
1539.6436873747496,0.000016864378102450052
1539.66372745491,0.000010727822709441618
1539.6837675350703,3.2797546535319433e-7
1539.7038076152305,0.000006201568406856959
1539.7238476953908,0.00001746003940568005
1539.743887775551,0.00001235695558081578
1539.7639278557117,7.162688089236278e-7
1539.783967935872,0.000005470239528052233
1539.8040080160322,0.000017960946869088965
1539.8240480961924,0.000014103005671632145
1539.844088176353,0.0000012835788888427086
1539.8641282565131,0.000004704143921924425
1539.8841683366734,0.000018353441944759894
1539.9042084168336,0.000015960202986504944
1539.924248496994,0.0000020522557728187237
1539.9442885771546,0.000003919029323153634
1539.9643286573148,0.000018624051019699133
1539.984368737475,0.00001792089677917292
1540.0044088176353,0.0000030456173191921112
1540.0244488977958,0.00000313391218232099
1540.044488977956,0.000018759734838730827
1540.0645290581162,0.000019975434226027393
1540.0845691382765,0.000004287909446954229
1540.104609218437,0.000002371436296383183
1540.1246492985974,0.000018748177249058466
1540.1446893787577,0.000022112045279588914
1540.164729458918,0.000005804273664815496
1540.1847695390782,0.0000016582770979135484
1540.2048096192386,0.000018578119367516682
1540.2248496993989,0.00002431673460545184
1540.2448897795591,0.000007620727509832424
1540.2649298597196,0.00000102560423802952
1540.2849699398798,0.000018239747131638078
1540.3050100200403,0.000026573181284371298
1540.3250501002005,0.000009764165097723336
1540.3450901803608,5.096193406727673e-7
1540.365130260521,0.000017725142739847774
1540.3851703406815,0.00002886264670065522
1540.4052104208417,0.00001226238698777956
1540.425250501002,1.5219150264925558e-7
1540.4452905811625,0.00001702881405765956
1540.4653306613227,0.000031163890683866986
1540.4853707414832,0.000015144171109056638
1540.5054108216434,1.6207937926869997e-9
1540.5254509018037,0.00001614832101872113
1540.545490981964,0.00003345309555392238
1540.5655310621244,0.000018439399870199104
1540.5855711422846,1.1357046591865457e-7
1540.605611222445,0.000015085025026155556
1540.6256513026053,0.000035703797203387316
1540.6456913827656,0.000022179263008429165
1540.665731462926,5.522229379183191e-7
1540.6857715430863,0.000013844997186948115
1540.7058116232465,0.000037886821760032244
1540.7258517034068,0.000026396561763132003
1540.7458917835672,0.0000013917345514741612
1540.7659318637275,0.000012440135235626679
1540.785971943888,0.000039970225701583296
1540.8060120240482,0.00003112614815024866
1540.8260521042087,0.0000027180920712484098
1540.846092184369,0.000010889559161526082
